0.0	0.0	0.0	0.0	neutral	sadness	Przygnębiony ciężarem sumienia, zawstydzony wzrok wlepił w ziemię.
0.0	0.0	0.0	0.0	neutral	surprise	— Ale, ale!...
0.0	0.0	0.0	0.0	neutral	sadness	Od wieków tak bardzo odosobieni, samotni, nie żyjąc z nikim, rodziną się tylko własną i sami sobą otaczając starczyli sobie, ani z sąsiadami, ani z tymi do których wypadki ich zbliżały nie zawiązując ściślejszych stosunków.
0.0	0.0	0.0	0.0	neutral	surprise	Nie wspomniał nic o warunkach, pod jakimi ochotnicy zgodzili się na tę naukę.
0.0	0.0	0.0	0.0	neutral	anticipation	Zapatrzyła się w rękę.
0.0	0.0	0.0	0.0	neutral	anticipation	Słucham was, panie von Bergow.
0.0	0.0	0.0	0.0	neutral	anticipation	— Nie zaraz odbędzie się tyle przeze mnie upragniona uroczystość.
0.0	0.0	0.0	0.0	neutral	anger	— Ach, gdyby wiedzieli — mówił z gniewem władca — jak faraon jest bezsilny i ubogi, każdy nomarcha zechciałby być panem swego nomesu!...
0.0	0.0	0.0	0.0	neutral	sadness	Śmiech jej krył wzruszenie, które mi sprawiło ból.
0.0	0.0	0.0	0.0	neutral	trust	— Będę się wpatrywał w plamy atramentowe... będę wiernie pilnował klejnotów!
0.0	0.0	0.0	0.0	neutral	fear	— Kto pan jesteś? czego tu chcesz?...
0.0	0.0	0.0	0.0	neutral	fear	— Bój się Boga, Senderl!
0.0	0.0	0.0	0.0	neutral	anticipation	— Ależ chcę wiedzieć...
0.0	0.0	0.0	0.0	neutral	anticipation	Padre Torquemada stał przy oknie zamyślony, na koniec odwrócił się i podszedł do stołu.
0.0	0.0	0.0	0.0	neutral	trust	Zrozumiałaś mnie.
0.0	0.0	0.0	0.0	neutral	anticipation	— Marku, a Drakecity?
0.0	0.0	0.0	0.0	neutral	neutral	Byłto młody chłopak z jasnemi włosy, skromnie, ale czysto odziany, wyglądający na leśniczego lub pisarza, z torbą myśliwską na plecach, w czarnych, długich po kolana butach, z harapnikiem przez plecy, w wiejskim kapeluszu słomianym na głowie.
0.0	0.0	0.0	0.0	neutral	surprise	Mówcie, którzy stąd jesteście: prawda-li to?
