1.0	0.0	0.0	0.0	joy	sadness	Przygnębiony ciężarem sumienia, zawstydzony wzrok wlepił w ziemię.
1.0	0.0	0.0	0.0	joy	surprise	— Ale, ale!...
1.0	0.0	0.0	0.0	joy	sadness	Od wieków tak bardzo odosobieni, samotni, nie żyjąc z nikim, rodziną się tylko własną i sami sobą otaczając starczyli sobie, ani z sąsiadami, ani z tymi do których wypadki ich zbliżały nie zawiązując ściślejszych stosunków.
1.0	0.0	0.0	0.0	joy	surprise	Nie wspomniał nic o warunkach, pod jakimi ochotnicy zgodzili się na tę naukę.
1.0	0.0	0.0	0.0	joy	anticipation	Zapatrzyła się w rękę.
1.0	0.0	0.0	0.0	joy	anticipation	Słucham was, panie von Bergow.
1.0	0.0	0.0	0.0	joy	anticipation	— Nie zaraz odbędzie się tyle przeze mnie upragniona uroczystość.
1.0	0.0	0.0	0.0	joy	anger	— Ach, gdyby wiedzieli — mówił z gniewem władca — jak faraon jest bezsilny i ubogi, każdy nomarcha zechciałby być panem swego nomesu!...
1.0	0.0	0.0	0.0	joy	sadness	Śmiech jej krył wzruszenie, które mi sprawiło ból.
1.0	0.0	0.0	0.0	joy	trust	— Będę się wpatrywał w plamy atramentowe... będę wiernie pilnował klejnotów!
1.0	0.0	0.0	0.0	joy	fear	— Kto pan jesteś? czego tu chcesz?...
1.0	0.0	0.0	0.0	joy	fear	— Bój się Boga, Senderl!
1.0	0.0	0.0	0.0	joy	anticipation	— Ależ chcę wiedzieć...
1.0	0.0	0.0	0.0	joy	anticipation	Padre Torquemada stał przy oknie zamyślony, na koniec odwrócił się i podszedł do stołu.
1.0	0.0	0.0	0.0	joy	trust	Zrozumiałaś mnie.
1.0	0.0	0.0	0.0	joy	anticipation	— Marku, a Drakecity?
1.0	0.0	0.0	0.0	joy	neutral	Byłto młody chłopak z jasnemi włosy, skromnie, ale czysto odziany, wyglądający na leśniczego lub pisarza, z torbą myśliwską na plecach, w czarnych, długich po kolana butach, z harapnikiem przez plecy, w wiejskim kapeluszu słomianym na głowie.
1.0	0.0	0.0	0.0	joy	surprise	Mówcie, którzy stąd jesteście: prawda-li to?
1.0	0.0	0.0	0.0	joy	anticipation	Co?
1.0	0.0	0.0	0.0	joy	anticipation	To pewnie i gazety pisze?
1.0	0.0	0.0	0.0	joy	sadness	Innym znów razem, w dzień chłodny płukać musiała wraz z praczkami bieliznę nad brzegiem jeziora.
1.0	0.0	0.0	0.0	joy	anger	Tyś go zabił — podchwycił sędzia.
